object,eventLabel,colectieNaam,eventMediaAlt,collectieID,eventDate,eventDescription,eventMedia,eventMediaLink,eventType
https://collectiedata.hetnieuweinstituut.nl/id/objects/8995,Lederwinkel E. Wessels en Zoon in Utrecht en Goud en Zilversmid's Compagnie in Amsterdam; twee foto's van een aanzicht,DOES,gouaches (schilderingen),DOESAB9126+,,Twee zwart-wit foto's onder elkaar opgezet op een kartonnen drager. De bovenste foto toont een vooraanzicht van de glazen rechthoekige winkelpui van de tassenwinkel E. Wessels en Zoon te Utrecht. De onderste foto toont een vooraanzicht van de glazen winkelpui van de Goud- en Zilversmids Compagnie te Amsterdam. De pui bestaat uit vijf rechthoekige die naast en boven elkaar zijn gerangschikt. De lijsten van de kubussen zijn met primaire kleuren geaccentueerd.,https://hdl.handle.net/21.12141/id/media.A4E91F42-70C0-428B-B239-6A815E84893E,https://hdl.handle.net/21.12141/id/media.A4E91F42-70C0-428B-B239-6A815E84893E,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/objects/32065,Tekening zomerhuisje Schiermonnikoog,RIET,tekeningen,RIET407-3,1959,,https://hdl.handle.net/21.12141/doc/collect.9D6D8A1A-4C05-4F1F-97A8-271075060B7B,https://hdl.handle.net/21.12141/doc/collect.9D6D8A1A-4C05-4F1F-97A8-271075060B7B,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/objects/55,Tentoonstellingsgebouw Zonnehof,RIET,ontwerpmaquette,MAQV45,1956,,https://hdl.handle.net/21.12141/doc/collect.CDDF52B7-3A48-4C8B-AD10-AED537B0278B,https://hdl.handle.net/21.12141/doc/collect.CDDF52B7-3A48-4C8B-AD10-AED537B0278B,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/objects/32066,Tekening zomerhuisje J.H. Gaarenstroom (Boxtel),RIET,tekeningen,RIET58-1,1935,,https://hdl.handle.net/21.12141/doc/collect.53F1D309-71CF-428F-A77B-8829D2025190,https://hdl.handle.net/21.12141/doc/collect.53F1D309-71CF-428F-A77B-8829D2025190,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/objects/445,Atelierwoning Slegers,RIET,schaalmodellen (voorstellingen),MAQV32,1952,"Een model van de Atelierwoning Slegers met interieur- en situatieaanduiding. Het dak van het atelier ontbreekt, waardoor het interieur zichtbaar is. Het model heeft een gedetailleerd en gekleurd (grijs, zwart, bruin, rood, groen) interieur en exterieur. Het betreft het definitieve en uitgevoerde ontwerp.",https://hdl.handle.net/21.12141/doc/collect.4CE6E7BC-4B9E-4F51-AEE8-DA97BD045B08,https://hdl.handle.net/21.12141/doc/collect.4CE6E7BC-4B9E-4F51-AEE8-DA97BD045B08,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/objects/53,Flatinrichting met Standaard Vaste Natte Cel,RIET,presentatiemaquette,MAQV40,,"<SPAN style=""FONT-SIZE: 12pt; LINE-HEIGHT: 107%; mso-bidi-font-family: Calibri""><FONT face=Calibri>De ruimtelijke kwaliteit van de Zigzagstoel benutte Rietveld ook in zijn woninginterieurs. Omdat de Zigzagstoel als het ware zweefde in de ruimte (er waren geen zware stoelpoten en armleuningen), past de stoel in de ideeën die Rietveld koesterde over optimaal ruimtegebruik. Hij streefde naar ruimtelijke verbindingen tussen alle vertrekken in huis, zoals de woonkamer, slaapkamer en studeerkamer. Soms plaatste hij kleine, lage en verplaatsbare wanden om wat privacy te bevorderen, maar het accent lag toch op openheid en daarmee op verbondenheid tussen de bewoners. Behalve dat Rietveld deze onderlinge verbondenheid belangrijk vond, beschouwde hij het ook als een middel om zoveel mogelijk ruimtelijkheid in een woning te creëren. In dit woninginterieur zie je ook dat Rietveld de Zigzagstoel als universeel toepasbaar beschouwde: bijvoorbeeld als eettafelstoel of als stoel om op te studeren. </FONT><O:P></O:P></SPAN>",https://hdl.handle.net/21.12141/doc/collect.FC02B514-4F7A-440D-A6FD-8ECF99E215D2,https://hdl.handle.net/21.12141/doc/collect.FC02B514-4F7A-440D-A6FD-8ECF99E215D2,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/objects/429,Zomerhuis Brandt Corstius,RIET,schaalmodellen (voorstellingen),MAQV319,1939,"Een open model van het zomerhuis Brandt Corstius met interieur- en situatieaanduiding. Het dak is afneembaar, waardoor het interieur zichtbaar is. Het model heeft een gedetailleerd en gekleurd (blauw, rood) interieur en exterieur. Het model toont de hoofdlijnen van het uitgevoerde ontwerp.",https://hdl.handle.net/21.12141/doc/collect.6889437F-3A77-4A64-9717-18BF2C467B6E,https://hdl.handle.net/21.12141/doc/collect.6889437F-3A77-4A64-9717-18BF2C467B6E,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/books/300243099,Antwoord : Woonhuis v. Ouwenlaan 42 Den Haag,De 8 en Opbouw : 14-daagsch tijdschrift van de Vereenigde Architectenkern de 8,https://schema.org/Article,B-62653,1937,"Ontwerpjaren: 1938 (voor)
Illustraties: foto/exterieur woonhuis v. Ouwenlaan 42 te Den Haag, arch. Rietveld; foto/interieur woonhuis v. Ouwenlaan 42 te Den Haag, arch. Rietveld; reproducties/plattegronden woonhuis v. Ouwenlaan 42 te Den Haag, arch. Rietveld",https://hdl.handle.net/21.12141/doc/collect.D380DF6B-B8AE-4FDD-8F67-2B30E62A20AA,https://hdl.handle.net/21.12141/doc/collect.D380DF6B-B8AE-4FDD-8F67-2B30E62A20AA,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/objects/427,Kernhuis,RIET,schaalmodellen (voorstellingen),MAQV310,1929,"<P>﻿Een interieurmodel van een kernhuis met meubilair. Het model toont een gedetailleerd en gekleurd (groen, geel, rood) interieur.</P>",https://hdl.handle.net/21.12141/doc/collect.D9F27EAF-45EC-461A-AE45-6B32E7502BF8,https://hdl.handle.net/21.12141/doc/collect.D9F27EAF-45EC-461A-AE45-6B32E7502BF8,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/books/300287775,Professor F.A. Eschauzier (+). Rede van G. Rietveld bij de opening van de tentoonstelling in het Stedelijk Museum te Amsterdam,Forum : maandblad voor architectuur en gebonden kunsten,https://schema.org/Article,B-108130,1958,"onduidelijk in hoeverre Illustraties 216-221, eventueel elders, behoren bij tekst van Rietveld",https://hdl.handle.net/21.12141/doc/collect.4FED90EB-2A26-4491-8D58-4AADAF740321,https://hdl.handle.net/21.12141/doc/collect.4FED90EB-2A26-4491-8D58-4AADAF740321,gebouw
